*******************************************************************************
 Revised: July 31, 2013                  Earth                              399
 
 GEOPHYSICAL PROPERTIES (revised Aug 15, 2018):
  Vol. Mean Radius (km)    = 6371.01+-0.02   Mass x10^24 (kg)= 5.97219+-0.0006
  Equ. radius, km          = 6378.137        Mass layers:
  Polar axis, km           = 6356.752          Atmos         = 5.1   x 10^18 kg
  Flattening               = 1/298.257223563   oceans        = 1.4   x 10^21 kg
  Density, g/cm^3          = 5.51              crust         = 2.6   x 10^22 kg
  J2 (IERS 2010)           = 0.00108262545     mantle        = 4.043 x 10^24 kg
  g_p, m/s^2  (polar)      = 9.8321863685      outer core    = 1.835 x 10^24 kg
  g_e, m/s^2  (equatorial) = 9.7803267715      inner core    = 9.675 x 10^22 kg
  g_o, m/s^2               = 9.82022         Fluid core rad  = 3480 km
  GM, km^3/s^2             = 398600.435436   Inner core rad  = 1215 km
  GM 1-sigma, km^3/s^2     =      0.0014     Escape velocity = 11.186 km/s
  Rot. Rate (rad/s)        = 0.00007292115   Surface area:
  Mean sidereal day, hr    = 23.9344695944     land          = 1.48 x 10^8 km
  Mean solar day 2000.0, s = 86400.002         sea           = 3.62 x 10^8 km
  Mean solar day 1820.0, s = 86400.0         Love no., k2    = 0.299
  Moment of inertia        = 0.3308          Atm. pressure   = 1.0 bar
  Mean temperature, K      = 270             Volume, km^3    = 1.08321 x 10^12
  Mean effect. IR temp, K  = 255             Magnetic moment = 0.61 gauss Rp^3
  Geometric albedo         = 0.367           Vis. mag. V(1,0)= -3.86
  Solar Constant (W/m^2)   = 1367.6 (mean), 1414 (perihelion), 1322 (aphelion)
 HELIOCENTRIC ORBIT CHARACTERISTICS:
  Obliquity to orbit, deg  = 23.4392911  Sidereal orb period  = 1.0000174 y
  Orbital speed, km/s      = 29.79       Sidereal orb period  = 365.25636 d
  Mean daily motion, deg/d = 0.9856474   Hill's sphere radius = 234.9       
*******************************************************************************
 
 
*******************************************************************************
Ephemeris / WWW_USER Thu Feb 18 09:39:33 2021 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Earth (399)                     {source: DE431mx}
Center body name: Solar System Barycenter (0)     {source: DE431mx}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2018-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2021-Jan-01 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : (undefined)                                                  
Output units    : AU-D
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
2458402.500000000, A.D. 2018-Oct-11 00:00:00.0000,  9.528047055398201E-01,  3.053612869840809E-01, -9.272902073041313E-05, -5.428888690270241E-03,  1.636353485946535E-02, -4.491683144318728E-07,
2458403.500000000, A.D. 2018-Oct-12 00:00:00.0000,  9.472338196836673E-01,  3.216790877655131E-01, -9.310425816193890E-05, -5.712595804744874E-03,  1.627120685499318E-02, -3.033942175908446E-07,
2458404.500000000, A.D. 2018-Oct-13 00:00:00.0000,  9.413801075750535E-01,  3.379019986046322E-01, -9.334104672733438E-05, -5.994522787486753E-03,  1.617377250092178E-02, -1.732657683299539E-07,
2458405.500000000, A.D. 2018-Oct-14 00:00:00.0000,  9.352454008884915E-01,  3.540249650355309E-01, -9.345769332800290E-05, -6.274570008589457E-03,  1.607133470871099E-02, -6.379017595165157E-08,
2458406.500000000, A.D. 2018-Oct-15 00:00:00.0000,  9.288316216792494E-01,  3.700430323295124E-01, -9.347662052231544E-05, -6.552655235398258E-03,  1.596398956009724E-02,  2.174928948934206E-08,
2458407.500000000, A.D. 2018-Oct-16 00:00:00.0000,  9.221407681304493E-01,  3.859513377832802E-01, -9.342283541098679E-05, -6.828707544910924E-03,  1.585182505936633E-02,  8.139769320198632E-08,
2458408.500000000, A.D. 2018-Oct-17 00:00:00.0000,  9.151749056223659E-01,  4.017451030775965E-01, -9.332280058594446E-05, -7.102662898678862E-03,  1.573492229087253E-02,  1.141410257643990E-07,
2458409.500000000, A.D. 2018-Oct-18 00:00:00.0000,  9.079361611992910E-01,  4.174196284373897E-01, -9.320364656857048E-05, -7.374461784272602E-03,  1.561335766240027E-02,  1.196212616732829E-07,
2458410.500000000, A.D. 2018-Oct-19 00:00:00.0000,  9.004267194046488E-01,  4.329702891250327E-01, -9.309259935529284E-05, -7.644048786784979E-03,  1.548720517812966E-02,  9.799447004349826E-08,
2458411.500000000, A.D. 2018-Oct-20 00:00:00.0000,  8.926488177378531E-01,  4.483925338918501E-01, -9.301647454116322E-05, -7.911373695252017E-03,  1.535653797441384E-02,  4.993870038966145E-08,
2458412.500000000, A.D. 2018-Oct-21 00:00:00.0000,  8.846047404537447E-01,  4.636818843580432E-01, -9.300109384787016E-05, -8.176393611948822E-03,  1.522142856188032E-02, -2.320257331155999E-08,
2458413.500000000, A.D. 2018-Oct-22 00:00:00.0000,  8.762968100249854E-01,  4.788339338174544E-01, -9.307050339169484E-05, -8.439075390315470E-03,  1.508194738302731E-02, -1.191747734059677E-07,
2458414.500000000, A.D. 2018-Oct-23 00:00:00.0000,  8.677273763520318E-01,  4.938443436758804E-01, -9.324591818390505E-05, -8.699397543021972E-03,  1.493815952073119E-02, -2.345225064878132E-07,
2458415.500000000, A.D. 2018-Oct-24 00:00:00.0000,  8.588988047480848E-01,  5.087088357459655E-01, -9.354439033463692E-05, -8.957350610922050E-03,  1.479011978370329E-02, -3.643436788717447E-07,
2458416.500000000, A.D. 2018-Oct-25 00:00:00.0000,  8.498134647333243E-01,  5.234231791210413E-01, -9.397729867392794E-05, -9.212935040037689E-03,  1.463786696415471E-02, -5.021971247809187E-07,
2458417.500000000, A.D. 2018-Oct-26 00:00:00.0000,  8.404737224397151E-01,  5.379831714498152E-01, -9.454886687742862E-05, -9.466156060152803E-03,  1.448141865075181E-02, -6.402661151898044E-07,
2458418.500000000, A.D. 2018-Oct-27 00:00:00.0000,  8.308819395329369E-01,  5.523846159970458E-01, -9.525499700430796E-05, -9.717015915631750E-03,  1.432076825752781E-02, -7.698270239491038E-07,
2458419.500000000, A.D. 2018-Oct-28 00:00:00.0000,  8.210404807070517E-01,  5.666232974219657E-01, -9.608271096823300E-05, -9.965504780501672E-03,  1.415588558363407E-02, -8.819811743490148E-07,
2458420.500000000, A.D. 2018-Oct-29 00:00:00.0000,  8.109517301254524E-01,  5.806949600758906E-01, -9.701040313895441E-05, -1.021159228229546E-02,  1.398672124927886E-02, -9.685178032076328E-07,
2458421.500000000, A.D. 2018-Oct-30 00:00:00.0000,  8.006181152781326E-01,  5.945952923785705E-01, -9.800894977432547E-05, -1.045522137932618E-02,  1.381321420203540E-02, -1.022736847993100E-06,
2458422.500000000, A.D. 2018-Oct-31 00:00:00.0000,  7.900421353689517E-01,  6.083199196130864E-01, -9.904356035723252E-05, -1.069630548468881E-02,  1.363530077517351E-02, -1.040092626533418E-06,
2458423.500000000, A.D. 2018-Nov-01 00:00:00.0000,  7.792263909571769E-01,  6.218644059204045E-01, -1.000761536715864E-04, -1.093472875675128E-02,  1.345292382163973E-02, -1.018595869233437E-06,
2458424.500000000, A.D. 2018-Nov-02 00:00:00.0000,  7.681736119754334E-01,  6.352242650605450E-01, -1.010680152652487E-04, -1.117034894299894E-02,  1.326604101750286E-02, -9.589785687080870E-07,
2458425.500000000, A.D. 2018-Nov-03 00:00:00.0000,  7.568866818711384E-01,  6.483949789024712E-01, -1.019825122556535E-04, -1.140300222458833E-02,  1.307463198392195E-02, -8.646472327809290E-07,
2458426.500000000, A.D. 2018-Nov-04 00:00:00.0000,  7.453686560033875E-01,  6.613720223585690E-01, -1.027876592750932E-04, -1.163250984946245E-02,  1.287870399958083E-02, -7.414303540778634E-07,
2458427.500000000, A.D. 2018-Nov-05 00:00:00.0000,  7.336227725403957E-01,  6.741508931207001E-01, -1.034583220789770E-04, -1.185868646841605E-02,  1.267829576579460E-02, -5.971030631012482E-07,
2458428.500000000, A.D. 2018-Nov-06 00:00:00.0000,  7.216524543355151E-01,  6.867271438249846E-01, -1.039778313689416E-04, -1.208134970660454E-02,  1.247347834146562E-02, -4.406864890229559E-07,
2458429.500000000, A.D. 2018-Nov-07 00:00:00.0000,  7.094613010861228E-01,  6.990964133964078E-01, -1.043388050694543E-04, -1.230032976307516E-02,  1.226435248866069E-02, -2.815823102569110E-07,
2458430.500000000, A.D. 2018-Nov-08 00:00:00.0000,  6.970530726079538E-01,  7.112544539126044E-01, -1.045430781703354E-04, -1.251547727222969E-02,  1.205104246521574E-02, -1.286818084658460E-07,
2458431.500000000, A.D. 2018-Nov-09 00:00:00.0000,  6.844316658164528E-01,  7.231971499276233E-01, -1.046008032424136E-04, -1.272666781986054E-02,  1.183368743415596E-02,  1.037295424874320E-08,
2458432.500000000, A.D. 2018-Nov-10 00:00:00.0000,  6.716010891932965E-01,  7.349205288204598E-01, -1.045289500086871E-04, -1.293380245146565E-02,  1.161243245781398E-02,  1.296358620548544E-07,
2458433.500000000, A.D. 2018-Nov-11 00:00:00.0000,  6.585654385544668E-01,  7.464207627654217E-01, -1.043495267712917E-04, -1.313680474913319E-02,  1.138742102510705E-02,  2.249684173060706E-07,
2458434.500000000, A.D. 2018-Nov-12 00:00:00.0000,  6.453288768704635E-01,  7.576941645332498E-01, -1.040878363543729E-04, -1.333561592951389E-02,  1.115879029796532E-02,  2.938756265015151E-07,
2458435.500000000, A.D. 2018-Nov-13 00:00:00.0000,  6.318956192858118E-01,  7.687371800099350E-01, -1.037709854255856E-04, -1.353018960117988E-02,  1.092666925308908E-02,  3.351851657852369E-07,
2458436.500000000, A.D. 2018-Nov-14 00:00:00.0000,  6.182699230010198E-01,  7.795463800779491E-01, -1.034267401338276E-04, -1.372048744547789E-02,  1.069117912426371E-02,  3.486945492514788E-07,
2458437.500000000, A.D. 2018-Nov-15 00:00:00.0000,  6.044560807040060E-01,  7.901184537028508E-01, -1.030827093022653E-04, -1.390647650344615E-02,  1.045243520622441E-02,  3.348814200243726E-07,
2458438.500000000, A.D. 2018-Nov-16 00:00:00.0000,  5.904584158206911E-01,  8.004502031047559E-01, -1.027657607829301E-04, -1.408812824786428E-02,  1.021054907210622E-02,  2.947333639530702E-07,
2458439.500000000, A.D. 2018-Nov-17 00:00:00.0000,  5.762812778533789E-01,  8.105385410084797E-01, -1.025015368946381E-04, -1.426541929158081E-02,  9.965630389811311E-03,  2.297219787571813E-07,
2458440.500000000, A.D. 2018-Nov-18 00:00:00.0000,  5.619290363329965E-01,  8.203804892201187E-01, -1.023139218449206E-04, -1.443833337734407E-02,  9.717787652616118E-03,  1.419236680324459E-07,
2458441.500000000, A.D. 2018-Nov-19 00:00:00.0000,  5.474060723614055E-01,  8.299731771397377E-01, -1.022243213707950E-04, -1.460686409500644E-02,  9.467127228811019E-03,  3.426948884915491E-08,
2458442.500000000, A.D. 2018-Nov-20 00:00:00.0000,  5.327167674089736E-01,  8.393138382782618E-01, -1.022506457370211E-04, -1.477101748318071E-02,  9.213750259988364E-03, -8.912233194981515E-08,
2458443.500000000, A.D. 2018-Nov-21 00:00:00.0000,  5.178654900613133E-01,  8.483998025135239E-01, -1.024059544180503E-04, -1.493081329408598E-02,  8.957747261335873E-03, -2.226218315682448E-07,
2458444.500000000, A.D. 2018-Nov-22 00:00:00.0000,  5.028565827965433E-01,  8.572284819860118E-01, -1.026968380913748E-04, -1.508628340864174E-02,  8.699190973002783E-03, -3.589144772445533E-07,
2458445.500000000, A.D. 2018-Nov-23 00:00:00.0000,  4.876943523582228E-01,  8.657973495976702E-01, -1.031217770949753E-04, -1.523746606353486E-02,  8.438129083985137E-03, -4.891559973607588E-07,
2458446.500000000, A.D. 2018-Nov-24 00:00:00.0000,  4.723830681847352E-01,  8.741039112556372E-01, -1.036698801424636E-04, -1.538439560425090E-02,  8.174579500816770E-03, -6.035922374767449E-07,
2458447.500000000, A.D. 2018-Nov-25 00:00:00.0000,  4.569269727327853E-01,  8.821456758849944E-01, -1.043204811890890E-04, -1.552708939735248E-02,  7.908531033562252E-03, -6.926374246757873E-07,
2458448.500000000, A.D. 2018-Nov-26 00:00:00.0000,  4.413303048795040E-01,  8.899201295571145E-01, -1.050439610547145E-04, -1.566553546043080E-02,  7.639950986999973E-03, -7.481917833431588E-07,
2458449.500000000, A.D. 2018-Nov-27 00:00:00.0000,  4.255973336018176E-01,  8.974247202787381E-01, -1.058038520337657E-04, -1.579968488246874E-02,  7.368798445576804E-03, -7.648226811984178E-07,
2458450.500000000, A.D. 2018-Nov-28 00:00:00.0000,  4.097323957145998E-01,  9.046568574395792E-01, -1.065599026137601E-04, -1.592945145693800E-02,  7.095039570417618E-03, -7.404584851789880E-07,
2458451.500000000, A.D. 2018-Nov-29 00:00:00.0000,  3.937399304591516E-01,  9.116139257525400E-01, -1.072715216268270E-04, -1.605471802630858E-02,  6.818660658660087E-03, -6.764520519568058E-07,
2458452.500000000, A.D. 2018-Nov-30 00:00:00.0000,  3.776245055057902E-01,  9.182933099197690E-01, -1.079010068648649E-04, -1.617534674656498E-02,  6.539676292104162E-03, -5.771203165991137E-07,
2458453.500000000, A.D. 2018-Dec-01 00:00:00.0000,  3.613908321085162E-01,  9.246924247847821E-01, -1.084161515791990E-04, -1.629119004076919E-02,  6.258132289523950E-03, -4.490038853019739E-07,
2458454.500000000, A.D. 2018-Dec-02 00:00:00.0000,  3.450437699160710E-01,  9.308087463731586E-01, -1.087920692083748E-04, -1.640210010582944E-02,  5.974104824723323E-03, -3.000744887089940E-07,
2458455.500000000, A.D. 2018-Dec-03 00:00:00.0000,  3.285883233281318E-01,  9.366398408582256E-01, -1.090122566778517E-04, -1.650793630626333E-02,  5.687697411982237E-03, -1.390163309998554E-07,
2458456.500000000, A.D. 2018-Dec-04 00:00:00.0000,  3.120296314203361E-01,  9.421833899577369E-01, -1.090689906930110E-04, -1.660857072339463E-02,  5.399036909797432E-03,  2.539010024579480E-08,
2458457.500000000, A.D. 2018-Dec-05 00:00:00.0000,  2.953729530461084E-01,  9.474372120472940E-01, -1.089631525886530E-04, -1.670389231180722E-02,  5.108268976154988E-03,  1.847981634371496E-07,
2458458.500000000, A.D. 2018-Dec-06 00:00:00.0000,  2.786236483931003E-01,  9.523992784757372E-01, -1.087035606844720E-04, -1.679380982901387E-02,  4.815553015545052E-03,  3.317494188134296E-07,
2458459.500000000, A.D. 2018-Dec-07 00:00:00.0000,  2.617871582851291E-01,  9.570677245971725E-01, -1.083058925923396E-04, -1.687825336937858E-02,  4.521056700429909E-03,  4.600340737468866E-07,
2458460.500000000, A.D. 2018-Dec-08 00:00:00.0000,  2.448689827588568E-01,  9.614408552568460E-01, -1.077913094241555E-04, -1.695717424947848E-02,  4.224950448302800E-03,  5.649202728856365E-07,
2458461.500000000, A.D. 2018-Dec-09 00:00:00.0000,  2.278746606041378E-01,  9.655171449952693E-01, -1.071849296560985E-04, -1.703054322330676E-02,  3.927402499113568E-03,  6.432226755041807E-07,
2458462.500000000, A.D. 2018-Dec-10 00:00:00.0000,  2.108097513849712E-01,  9.692952339118044E-01, -1.065143156216403E-04, -1.709834740059044E-02,  3.628575251663955E-03,  6.932122075624441E-07,
2458463.500000000, A.D. 2018-Dec-11 00:00:00.0000,  1.936798209076191E-01,  9.727739206748657E-01, -1.058081145564547E-04, -1.716058656679041E-02,  3.328623254002312E-03,  7.144064767222527E-07,
2458464.500000000, A.D. 2018-Dec-12 00:00:00.0000,  1.764904303328834E-01,  9.759521543628189E-01, -1.050949424166790E-04, -1.721726970263385E-02,  3.027692839048884E-03,  7.073056517348492E-07,
2458465.500000000, A.D. 2018-Dec-13 00:00:00.0000,  1.592471283817919E-01,  9.788290266191612E-01, -1.044025297211407E-04, -1.726841236897553E-02,  2.725923031905767E-03,  6.731435682676811E-07,
2458466.500000000, A.D. 2018-Dec-14 00:00:00.0000,  1.419554455429366E-01,  9.814037651082042E-01, -1.037570836828339E-04, -1.731403536244954E-02,  2.423447134300592E-03,  6.137122527051319E-07,
2458467.500000000, A.D. 2018-Dec-15 00:00:00.0000,  1.246208889240533E-01,  9.836757286134444E-01, -1.031827719102010E-04, -1.735416477179753E-02,  2.120394311521990E-03,  5.312991550877740E-07,
2458468.500000000, A.D. 2018-Dec-16 00:00:00.0000,  1.072489363837625E-01,  9.856444034402562E-01, -1.027012034383207E-04, -1.738883332405342E-02,  1.816890501499599E-03,  4.287570095002764E-07,
2458469.500000000, A.D. 2018-Dec-17 00:00:00.0000,  8.984502880562580E-02,  9.873094001087421E-01, -1.023307726161127E-04, -1.741808267353961E-02,  1.513057975330632E-03,  3.097063768725889E-07,
2458470.500000000, A.D. 2018-Dec-18 00:00:00.0000,  7.241455986978679E-02,  9.886704486638880E-01, -1.020857438987535E-04, -1.744196597479253E-02,  1.209012912792930E-03,  1.788437223999148E-07,
2458471.500000000, A.D. 2018-Dec-19 00:00:00.0000,  5.496286355051329E-02,  9.897273903625241E-01, -1.019750032919392E-04, -1.746054962762803E-02,  9.048605343869018E-04,  4.228306557728334E-08,
2458472.500000000, A.D. 2018-Dec-20 00:00:00.0000,  3.749520094823623E-02,  9.904801632711983E-01, -1.020005060318030E-04, -1.747391254978166E-02,  6.006878818281527E-04, -9.220765325208280E-08,
2458473.500000000, A.D. 2018-Dec-21 00:00:00.0000,  2.001674989215502E-02,  9.909287799200608E-01, -1.021556256665001E-04, -1.748214105627666E-02,  2.965554842619378E-04, -2.152849313271993E-07,
2458474.500000000, A.D. 2018-Dec-22 00:00:00.0000,  2.532602459789441E-03,  9.910732971921199E-01, -1.024238351367535E-04, -1.748531806121336E-02, -7.509222260836964E-06, -3.166479773694525E-07,
2458475.500000000, A.D. 2018-Dec-23 00:00:00.0000, -1.495222409779016E-02,  9.909137822079218E-01, -1.027783279805043E-04, -1.748350746863173E-02, -3.115126134356382E-04, -3.862971109965500E-07,
2458476.500000000, A.D. 2018-Dec-24 00:00:00.0000, -3.243276000573770E-02,  9.904502819460766E-01, -1.031831509299674E-04, -1.747673788630781E-02, -6.154863349591923E-04, -4.162343460268136E-07,
2458477.500000000, A.D. 2018-Dec-25 00:00:00.0000, -4.990404165297876E-02,  9.896828061673706E-01, -1.035960448344436E-04, -1.746499208858269E-02, -9.194696876605958E-04, -4.020701481061761E-07,
2458478.500000000, A.D. 2018-Dec-26 00:00:00.0000, -6.736106493568259E-02,  9.886113305395451E-01, -1.039725733950222E-04, -1.744820739230814E-02, -1.223488031172977E-03, -3.438992796379027E-07,
2458479.500000000, A.D. 2018-Dec-27 00:00:00.0000, -8.479874477632118E-02,  9.872358201512169E-01, -1.042706004835942E-04, -1.742628717417644E-02, -1.527534839976669E-03, -2.461080148220050E-07,
2458480.500000000, A.D. 2018-Dec-28 00:00:00.0000, -1.022118898007792E-01,  9.855562666449768E-01, -1.044540945018516E-04, -1.739911855975872E-02, -1.831562945468150E-03, -1.162897406935072E-07,
2458481.500000000, A.D. 2018-Dec-29 00:00:00.0000, -1.195951949642941E-01,  9.835727290718007E-01, -1.044956161083329E-04, -1.736658961433053E-02, -2.135485532721096E-03,  3.620701851419753E-08,
2458482.500000000, A.D. 2018-Dec-30 00:00:00.0000, -1.369432491048633E-01,  9.812853702051118E-01, -1.043773913101919E-04, -1.732860156169028E-02, -2.439183483093613E-03,  2.015883530927052E-07,
2458483.500000000, A.D. 2018-Dec-31 00:00:00.0000, -1.542505517050277E-01,  9.786944841849801E-01, -1.040912660995218E-04, -1.728507507924695E-02, -2.742514717553167E-03,  3.705227882605026E-07,
2458484.500000000, A.D. 2019-Jan-01 00:00:00.0000, -1.715115335386781E-01,  9.758005151474849E-01, -1.036379644680106E-04, -1.723595211516194E-02, -3.045322548971216E-03,  5.346408248909461E-07,
2458485.500000000, A.D. 2019-Jan-02 00:00:00.0000, -1.887205777738229E-01,  9.726040685251022E-01, -1.030260010659838E-04, -1.718119530977564E-02, -3.347441937625224E-03,  6.867507993518989E-07,
2458486.500000000, A.D. 2019-Jan-03 00:00:00.0000, -2.058720399950981E-01,  9.691059170905088E-01, -1.022704607207147E-04, -1.712078661089598E-02, -3.648703845114070E-03,  8.209094678789181E-07,
2458487.500000000, A.D. 2019-Jan-04 00:00:00.0000, -2.229602667943772E-01,  9.653070033116381E-01, -1.013917389939695E-04, -1.705472586156767E-02, -3.948938380265254E-03,  9.324398847576935E-07,
2458488.500000000, A.D. 2019-Jan-05 00:00:00.0000, -2.399796130091201E-01,  9.612084388916837E-01, -1.004142739004770E-04, -1.698302949272501E-02, -4.247977364977478E-03,  1.017933315336853E-06,
2458489.500000000, A.D. 2019-Jan-06 00:00:00.0000, -2.569244576317279E-01,  9.568115018887129E-01, -9.936528387710693E-05, -1.690572913136904E-02, -4.545656631325420E-03,  1.075232325710467E-06,
2458490.500000000, A.D. 2019-Jan-07 00:00:00.0000, -2.737892181918402E-01,  9.521176316681624E-01, -9.827353960944208E-05, -1.682286991353216E-02, -4.841818034695702E-03,  1.103376924839854E-06,
2458491.500000000, A.D. 2019-Jan-08 00:00:00.0000, -2.905683632773889E-01,  9.471284220673488E-01, -9.716821385513673E-05, -1.673450846106072E-02, -5.136310975954778E-03,  1.102501754495068E-06,
2458492.500000000, A.D. 2019-Jan-09 00:00:00.0000, -3.072564229321835E-01,  9.418456133766704E-01, -9.607785680741034E-05, -1.664071070501856E-02, -5.428993218806195E-03,  1.073690602977149E-06,
2458493.500000000, A.D. 2019-Jan-10 00:00:00.0000, -3.238479969396042E-01,  9.362710838929801E-01, -9.502952825465585E-05, -1.654154989878645E-02, -5.719730933963033E-03,  1.018813883338772E-06,
2458494.500000000, A.D. 2019-Jan-11 00:00:00.0000, -3.403377613740931E-01,  9.304068417628856E-01, -9.404808531347295E-05, -1.643710519975053E-02, -6.008398118322790E-03,  9.403867261300213E-07,
2458495.500000000, A.D. 2019-Jan-12 00:00:00.0000, -3.567204741465418E-01,  9.242550175787192E-01, -9.315558526868418E-05, -1.632746111167971E-02, -6.294875744343622E-03,  8.414867695586184E-07,
2458496.500000000, A.D. 2019-Jan-13 00:00:00.0000, -3.729909804806186E-01,  9.178178577528063E-01, -9.237072729388260E-05, -1.621270790618570E-02, -6.579051148460737E-03,  7.257627066218676E-07,
2458497.500000000, A.D. 2019-Jan-14 00:00:00.0000, -3.891442192631304E-01,  9.110977181349448E-01, -9.170823294705783E-05, -1.609294290714842E-02, -6.860818261665055E-03,  5.975490717053788E-07,
2458498.500000000, A.D. 2019-Jan-15 00:00:00.0000, -4.051752309493487E-01,  9.040970567126798E-01, -9.117806108258026E-05, -1.596827221466654E-02, -7.140079317188551E-03,  4.620785015304696E-07,
2458499.500000000, A.D. 2019-Jan-16 00:00:00.0000, -4.210791670813748E-01,  8.968184236274691E-01, -9.078437935044806E-05, -1.583881202432299E-02, -7.416748584465292E-03,  3.257441606640920E-07,
2458500.500000000, A.D. 2019-Jan-17 00:00:00.0000, -4.368513003717498E-01,  8.892644463387483E-01, -9.052428966026447E-05, -1.570468816165592E-02, -7.690758316707713E-03,  1.963054517162507E-07,
2458501.500000000, A.D. 2019-Jan-18 00:00:00.0000, -4.524870326672178E-01,  8.814378079682736E-01, -9.038644930472377E-05, -1.556603197924888E-02, -7.962066217845433E-03,  8.285436916448323E-08,
2458502.500000000, A.D. 2019-Jan-19 00:00:00.0000, -4.679818962316913E-01,  8.733412182708243E-01, -9.034994378288061E-05, -1.542297087984014E-02, -8.230662195551710E-03, -4.694206645064027E-09,
2458503.500000000, A.D. 2019-Jan-20 00:00:00.0000, -4.833315426612937E-01,  8.649773798144267E-01, -9.038399074263381E-05, -1.527561324769480E-02, -8.496570413225933E-03, -5.677132327627764E-08,
2458504.500000000, A.D. 2019-Jan-21 00:00:00.0000, -4.985317150516790E-01,  8.563489563794392E-01, -9.044912890228338E-05, -1.512403087735313E-02, -8.759842157010020E-03, -6.591058867356100E-08,
2458505.500000000, A.D. 2019-Jan-22 00:00:00.0000, -5.135782040742097E-01,  8.474585540485606E-01, -9.050027037766111E-05, -1.496824570890516E-02, -9.020537711788099E-03, -2.860124746803075E-08,
2458506.500000000, A.D. 2019-Jan-23 00:00:00.0000, -5.284667961960038E-01,  8.383087244921005E-01, -9.049132469435562E-05, -1.480822841006275E-02, -9.278701319341852E-03,  5.355782861562157E-08,
2458507.500000000, A.D. 2019-Jan-24 00:00:00.0000, -5.431932278913315E-01,  8.289019929575282E-01, -9.038034652264664E-05, -1.464391159800499E-02, -9.534338560645157E-03,  1.740222459874448E-07,
2458508.500000000, A.D. 2019-Jan-25 00:00:00.0000, -5.577531586087637E-01,  8.192409037242578E-01, -9.013384557326337E-05, -1.447521273226188E-02, -9.787405131656695E-03,  3.227426131282654E-07,
2458509.500000000, A.D. 2019-Jan-26 00:00:00.0000, -5.721421675074525E-01,  8.093280696665721E-01, -8.972928815416984E-05, -1.430205714233661E-02, -1.003780961919801E-02,  4.881965853277860E-07,
2458510.500000000, A.D. 2019-Jan-27 00:00:00.0000, -5.863557698945343E-01,  7.991662136794985E-01, -8.915562098053084E-05, -1.412439356458230E-02, -1.028542587937850E-02,  6.591962644349021E-07,
2458511.500000000, A.D. 2019-Jan-28 00:00:00.0000, -6.003894443665985E-01,  7.887581958789553E-01, -8.841231272366130E-05, -1.394220013074178E-02, -1.053010799885814E-02,  8.260089961031324E-07,
2458512.500000000, A.D. 2019-Jan-29 00:00:00.0000, -6.142386620631795E-01,  7.781070268418191E-01, -8.750763847419019E-05, -1.375548320877708E-02, -1.077170267227031E-02,  9.807769475743242E-07,
2458513.500000000, A.D. 2019-Jan-30 00:00:00.0000, -6.278989127664175E-01,  7.672158706594452E-01, -8.645680127100908E-05, -1.356427285094001E-02, -1.101005713125462E-02,  1.117470197926441E-06,
2458514.500000000, A.D. 2019-Jan-31 00:00:00.0000, -6.413657260302248E-01,  7.560880421342823E-01, -8.528022133372232E-05, -1.336861777137474E-02, -1.124502312885572E-02,  1.231636972685119E-06,
2458515.500000000, A.D. 2019-Feb-01 00:00:00.0000, -6.546346877272645E-01,  7.447270013822589E-01, -8.400209627268552E-05, -1.316858134273397E-02, -1.147645839438174E-02,  1.320133338141937E-06,
2458516.500000000, A.D. 2019-Feb-02 00:00:00.0000, -6.677014532860015E-01,  7.331363476607718E-01, -8.264920242856454E-05, -1.296423897366704E-02, -1.170422692394995E-02,  1.380918879559388E-06,
2458517.500000000, A.D. 2019-Feb-03 00:00:00.0000, -6.805617589015762E-01,  7.213198130777259E-01, -8.124985838206564E-05, -1.275567660725347E-02, -1.192819904294222E-02,  1.412935481751764E-06,
2458518.500000000, A.D. 2019-Feb-04 00:00:00.0000, -6.932114316055803E-01,  7.092812561406746E-01, -7.983297600046826E-05, -1.254298985606171E-02, -1.214825170562678E-02,  1.416048224600339E-06,
2458519.500000000, A.D. 2019-Feb-05 00:00:00.0000, -7.056463985924420E-01,  6.970246548387224E-01, -7.842715382811324E-05, -1.232628331453186E-02, -1.236426912033386E-02,  1.391013947394374E-06,
2458520.500000000, A.D. 2019-Feb-06 00:00:00.0000, -7.178626958148174E-01,  6.845540989930542E-01, -7.705980134668962E-05, -1.210566975304399E-02, -1.257614355008642E-02,  1.339446815932010E-06,
2458521.500000000, A.D. 2019-Feb-07 00:00:00.0000, -7.298564756726589E-01,  6.718737818183245E-01, -7.575630664747493E-05, -1.188126911661147E-02, -1.278377605129453E-02,  1.263764785954713E-06,
